1622817526,https://youtu.be/mDiRV4izEO4,2023-04-0520:56:02
917318792,https://youtu.be/V2T5Ecc16mo,2023-04-0521:04:00
1291552278,https://youtu.be/uacR-ljQ69U,2023-04-0521:08:40
1070387959,https://youtu.be/KuKqY1K2hOw,2023-04-0521:14:26
1622817526,https://youtu.be/y8WIu_JEOok,2023-04-0521:14:28
1070387959,https://youtu.be/Ep0-h-rGHRk,2023-04-0521:15:01
593437728,https://youtu.be/4Jfy1ulVgvc,2023-04-0521:21:53
378581429,https://youtu.be/j44SupoQOs4,2023-04-0521:24:59
378581429,https://youtu.be/frpfRwGv6KU,2023-04-0521:27:31
6075236906,https://youtu.be/7aNW9hRKYA8,2023-04-0521:30:51
240595230,https://youtu.be/hmgPwlcQHHg,2023-04-0521:31:28
378581429,https://youtu.be/6S1ho7B-ui0,2023-04-0521:31:45
593437728,https://youtu.be/FNnYpfONeN0,2023-04-0521:32:36
593437728,https://youtu.be/kojgeLd1ivA,2023-04-0521:33:30
593437728,https://youtu.be/lB6BS-yL9yU,2023-04-0521:34:21
186662817,https://youtu.be/JtiocB8PYPs,2023-04-0521:34:35
817385950,https://youtu.be/YVeMciGpoG8,2023-04-0521:38:44
186662817,https://youtu.be/PkC9G5jDUFQ,2023-04-0521:39:37
593437728,https://youtu.be/kojgeLd1ivA,2023-04-0521:39:46
1070387959,https://youtu.be/FNnYpfONeN0,2023-04-0521:39:47
1070387959,https://youtu.be/prgoLEZTit0,2023-04-0521:41:09
240595230,https://youtu.be/BXvaGeVKNIw,2023-04-0521:41:53
917318792,https://youtu.be/AQOt75axc0Y,2023-04-0521:42:41
1776255454,https://youtu.be/EmybBc9v0qk,2023-04-0521:43:00
240595230,https://youtu.be/VPUSVsYcZeA,2023-04-0521:44:16
1776255454,https://youtu.be/kmNsLILIVIg,2023-04-0521:44:24
1776255454,https://youtu.be/6GzDle_ohek,2023-04-0521:44:59
6075236906,https://youtu.be/lTdKu48t2MY,2023-04-0521:45:30
1622817526,https://youtu.be/Q5N8tnYzal4,2023-04-0521:48:16
1622817526,https://youtu.be/sJmfCp5f_P0,2023-04-0521:48:17,counter_yes:1
1622817526,https://youtu.be/lTdKu48t2MY,2023-04-0521:48:47,counter_yes:2
1622817526,https://youtu.be/n2xyTzIJc0A,2023-04-0521:50:51
6025193051,https://youtu.be/uPn28NIFfj8,2023-04-0521:51:08
1070387959,https://youtu.be/7SvkX5F9Dyw,2023-04-0521:52:28
1083764760,https://youtu.be/4giwDeT59AA,2023-04-0522:01:31
1083764760,https://youtu.be/OJorUj0JA3w,2023-04-0522:02:48
134566371,https://youtu.be/XTTyBLD2PXo,2023-04-0522:03:08
1083764760,https://youtu.be/rezLUmHgZU0,2023-04-0522:03:14
1083764760,https://youtu.be/Cyru-YqwRYU,2023-04-0522:03:43
1083764760,https://youtu.be/RhQlrJMZhf0,2023-04-0522:01:31,counter_yes:3
593437728,https://youtu.be/yO70hSFGqeA,2023-04-0522:04:51
1111877819,https://youtu.be/pqOoCpQyoQk,2023-04-0522:04:53
6075236906,https://youtu.be/3y5BQJJlSBQ,2023-04-0522:06:02
1070387959,https://youtu.be/x64zGYlq2hA,2023-04-0522:06:36
341573398,https://youtu.be/40QgJjmfTBw,2023-04-0522:07:51
1083764760,https://youtu.be/NxilU56kPu0,2023-04-0522:09:41
571966291,https://youtu.be/c1X3Lg7RVkk,2023-04-0522:10:06
356741694,https://youtu.be/cyzDWwdFoXE,2023-04-0522:13:59
6075236906,https://youtu.be/7XzJ9vg47qw,2023-04-0522:15:47
1083764760,https://youtu.be/s9Qc54Jp-6M,2023-04-0522:17:03
240595230,https://youtu.be/R_cxi75dSI0,2023-04-0522:17:46
240595230,https://youtu.be/R_cxi75dSI0,2023-04-0522:18:10
817385950,https://youtu.be/x64urTiGwcY,2023-04-0522:18:32
593437728,https://youtu.be/N_ff1ABGB5s,2023-04-0522:04:51,counter_yes:4
375784033,https://youtu.be/Q9WzpFLb5EE,2023-04-0522:21:40
6075236906,https://youtu.be/M9T43nB58NY,2023-04-0522:22:41
2032420196,https://youtu.be/WqJ3MZlMoZE,2023-04-0522:23:38
2032420196,https://youtu.be/WqJ3MZlMoZE,2023-04-0522:25:56
478176117,https://youtu.be/ixGt1ajjOyA,2023-04-0522:27:01
478176117,https://youtu.be/q4-j_-CHAJk,2023-04-0522:27:43
378581429,https://youtu.be/VgKyl4sXncM,2023-04-0522:28:20
478176117,https://youtu.be/c1X3Lg7RVkk,2023-04-0522:28:24
478176117,https://youtu.be/mj1ADaIGot4,2023-04-0522:29:09
400971250,https://xminus.me/track/622889/mama-my-vse-tjazhelo-bolny,2023-04-0522:29:15
400971250,https://youtu.be/1eODDzYw4T8,2023-04-0522:30:23
400971250,https://youtu.be/kz-pGkTjbYM,2023-04-0522:31:16
400971250,https://youtu.be/3RLDxYGAFsQ,2023-04-0522:32:12
375784033,https://youtu.be/hCmEuzAWmiQ,2023-04-0522:33:12
1083764760,https://youtu.be/y2LXPQ9j_Q0,2023-04-0522:36:03
375784033,https://youtu.be/0ih6b17zRM0,2023-04-0522:37:16
1622817526,https://youtu.be/oqJ1c9WwXfc,2023-04-0521:50:51,counter_yes:5
62854516,https://youtu.be/D-NPFfnaZ3U,2023-04-0522:41:02
6075236906,https://youtu.be/2jRN-XRsVwk,2023-04-0522:43:42
62854516,https://youtu.be/yH2mILMKC-0,2023-04-0522:44:20
526559570,https://youtu.be/aSK9tNTOtww,2023-04-0522:45:29
478176117,https://youtu.be/1vWDgYYczVs,2023-04-0522:49:22
186279815,https://youtu.be/UbJuEK2raIE,2023-04-0522:54:08
5974130131,https://m.youtube.com/watch?v=NQtaLIEw8E8,2023-04-0522:56:13
341573398,https://youtu.be/bC4ER15Hj10,2023-04-0522:59:43
134566371,https://www.youtube.com/watch?v=NvgR7xpJWd4,2023-04-0522:03:08,counter_yes:6
240595230,https://youtu.be/-dtoRnN0tY0,2023-04-0523:02:10
62854516,https://youtu.be/BaXAM6OW3tE,2023-04-0523:04:13
1070387959,https://youtu.be/xCJtwKRysQU,2023-04-0523:05:30
6025193051,https://m.youtube.com/watch?v=m8CEEkqQiiY,2023-04-0523:05:54
1070387959,https://youtu.be/O0zfIadaPJ4,2023-04-0523:06:35
1111877819,https://youtu.be/pqOoCpQyoQk,2023-04-0523:06:46
5394890891,https://youtu.be/XTTyBLD2PXo,2023-04-0523:07:03
1776255454,https://youtu.be/HofQQhDv0Rg,2023-04-0523:24:48
1776255454,https://youtu.be/G962z-4OL9E,2023-04-0523:26:09
817385950,https://youtu.be/FsoQCTp9L44,2023-04-0523:26:38
240595230,https://youtu.be/xos5EHuGgN8,2023-04-0523:27:59
756084492,https://youtu.be/UuxDN8uUfrk,2023-04-0523:31:38
1776255454,https://youtu.be/edLnUTsHeRg,2023-04-0523:32:06
341573398,https://youtu.be/DGe7YLb8ajU,2023-04-0523:47:07
6025193051,https://m.youtube.com/watch?v=DhWJXq7PDd4#bottom-sheet,2023-04-0523:48:37
1622817526,https://youtu.be/uIcmAyAJ5hE,2023-04-0600:06:14
1622817526,https://youtu.be/pBd7-d1rgJo,2023-04-0600:06:14,counter_yes:7
237106921,https://youtu.be/GtUVQei3nX4,2023-04-0600:30:04
237106921,https://youtu.be/p7qA45Bh8-Q,2023-04-0600:30:04,counter_yes:8
570908678,https://youtu.be/RlngN3tXpLU,2023-04-0600:39:26
